City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Camacha,PT,33.08,-16.33,73.4,73,20,8.05,few clouds
471,Copiapo,CL,-27.37,-70.33,53.6,71,0,11.41,clear sky
472,Port-Cartier,CA,50.03,-66.87,61.0,77,75,2.95,broken clouds
473,Cap Malheureux,MU,-19.98,57.61,68.0,80,26,3.0,light rain
474,Urubicha,BO,-15.38,-62.95,58.19,48,28,2.64,scattered clouds
475,Tual,ID,-5.67,132.75,79.36,80,26,16.58,scattered clouds
476,Pacifica,US,37.61,-122.49,82.0,56,75,16.11,smoke
477,Havelock,US,34.88,-76.9,82.4,74,75,10.29,broken clouds
478,Ponta Delgada,PT,37.73,-25.67,69.8,88,20,2.24,few clouds
479,Tete,MZ,-16.16,33.59,69.8,64,40,4.7,scattered clouds
480,Sedan,FR,49.67,5.0,62.01,85,100,4.32,overcast clouds
481,Gohana,IN,29.13,76.7,79.34,84,14,9.26,few clouds
482,Umm Lajj,SA,25.02,37.27,81.86,70,0,4.56,clear sky
483,Qingdao,CN,36.1,120.37,79.0,94,52,6.71,broken clouds
484,Sorkjosen,NO,69.8,20.93,57.56,88,100,2.75,light rain
485,Naze,JP,28.37,129.48,86.0,79,75,2.24,broken clouds
486,Eyl,SO,7.98,49.82,76.98,66,100,27.34,overcast clouds
487,Buchanan,LR,5.88,-10.05,77.0,94,75,6.93,light rain
488,Vila Franca Do Campo,PT,37.72,-25.43,69.8,88,20,2.24,few clouds
489,Bezhetsk,RU,57.79,36.7,55.67,87,78,4.68,broken clouds
490,Konya,TR,38.17,32.5,66.2,42,2,9.17,clear sky
491,Kedrovyy,RU,56.17,91.82,46.4,93,0,3.87,fog
492,Talcahuano,CL,-36.72,-73.12,51.8,93,90,18.34,overcast clouds
493,Wanaka,NZ,-44.7,169.15,46.99,82,79,1.99,broken clouds
494,Maceio,BR,-9.67,-35.74,71.6,88,20,2.24,few clouds
495,Vung Tau,VN,10.35,107.08,82.0,81,100,9.78,overcast clouds
496,Calama,CL,-22.47,-68.93,62.6,21,0,14.99,clear sky
497,Kaduy,RU,59.2,37.15,51.8,100,79,4.56,mist
498,Marawi,PH,8.0,124.29,77.0,85,53,4.0,broken clouds
499,Kargasok,RU,59.06,80.86,52.0,97,78,4.9,light rain
500,Gorontalo,ID,0.54,123.06,80.69,80,49,6.35,scattered clouds
501,Luwuk,ID,-0.95,122.79,79.74,65,43,6.06,scattered clouds
502,Khorinsk,RU,52.17,109.77,58.68,84,49,3.74,scattered clouds
503,Hanamaki,JP,39.38,141.12,73.4,94,75,4.7,light intensity drizzle
504,Watsa,CD,3.04,29.54,63.48,99,58,1.9,broken clouds
505,Atar,MR,20.52,-13.05,98.1,21,63,2.51,broken clouds
506,Manta,EC,-0.95,-80.73,73.4,83,90,8.05,overcast clouds
507,Venustiano Carranza,MX,19.43,-99.1,77.0,27,75,9.17,broken clouds
508,Kroya,ID,-7.63,109.25,77.76,83,56,3.67,broken clouds
509,Sadiqabad,PK,28.31,70.13,94.69,43,40,6.55,scattered clouds
510,Krasnyy Yar,RU,46.53,48.35,66.2,42,94,4.47,overcast clouds
511,Geraldton,AU,-28.77,114.6,59.0,93,75,7.56,broken clouds
512,Iralaya,HN,15.0,-83.23,87.8,74,40,7.99,scattered clouds
513,Catemaco,MX,18.42,-95.12,86.0,79,75,4.7,haze
514,Srem,PL,52.09,17.02,64.99,93,90,5.82,overcast clouds
515,Samarai,PG,-10.62,150.67,77.32,72,63,13.38,broken clouds
516,Bandundu,CD,-3.32,17.37,76.6,79,100,2.59,light rain
517,La Paz,BO,-16.5,-68.15,48.2,39,20,8.05,few clouds
518,Scottsbluff,US,41.87,-103.67,95.0,21,1,6.93,clear sky
519,Pitimbu,BR,-7.47,-34.81,75.2,88,20,4.7,few clouds
520,Ban Nahin,LA,18.24,104.21,76.28,90,69,2.26,light rain
521,Callaguip,PH,18.07,120.49,77.0,100,75,3.36,broken clouds
522,Balaipungut,ID,1.05,101.28,75.24,96,100,0.45,light rain
523,Bud,US,39.45,-86.18,81.0,57,1,4.25,clear sky
524,Itaqui,BR,-29.13,-56.55,49.48,73,0,8.63,clear sky
525,Shingu,JP,33.73,135.98,82.4,65,40,5.82,scattered clouds
526,Eirunepe,BR,-6.66,-69.87,66.83,68,1,3.76,clear sky
527,Repalle,IN,16.02,80.85,80.78,83,86,8.43,light rain
528,Orbetello,IT,42.44,11.22,73.4,83,20,1.12,few clouds
529,Kiama,AU,-34.68,150.87,55.99,50,5,14.0,clear sky
530,Lesnoy,RU,57.62,63.08,50.59,98,96,5.21,overcast clouds
531,Cody,US,44.53,-109.06,97.0,13,1,12.75,clear sky
532,Kelme,LT,55.63,22.93,66.2,93,90,10.29,overcast clouds
533,Aasiaat,GL,68.71,-52.87,38.16,76,0,4.85,clear sky
534,Koszeg,HU,47.39,16.54,66.99,85,100,4.0,overcast clouds
535,Nabire,ID,-3.37,135.48,78.53,81,68,3.22,light rain
536,Paamiut,GL,61.99,-49.67,43.66,92,34,9.06,scattered clouds
537,Maniitsoq,GL,65.42,-52.9,47.95,84,31,7.78,scattered clouds
538,Knysna,ZA,-34.04,23.05,55.4,93,1,3.36,clear sky
539,Ketchikan,US,55.34,-131.65,57.2,93,90,9.17,light rain
540,Reconquista,AR,-29.15,-59.65,50.34,55,0,8.43,clear sky
541,Labuhan,ID,-6.88,112.21,77.76,82,8,7.25,clear sky
542,Pontian Kecil,MY,1.48,103.39,77.0,94,20,1.12,few clouds
543,Varniai,LT,55.74,22.36,66.2,93,90,10.29,overcast clouds
544,Loa Janan,ID,-0.58,117.09,79.32,89,73,3.0,broken clouds
545,Lages,BR,-27.82,-50.33,41.16,90,0,4.36,clear sky
546,Lesnyye Polyany,RU,55.97,37.87,61.0,87,74,2.28,broken clouds
547,Fecamp,FR,49.76,0.37,62.6,72,75,19.46,broken clouds
548,Salym,RU,60.06,71.48,47.59,96,21,5.21,few clouds
549,Itarema,BR,-2.92,-39.92,77.43,80,0,12.82,clear sky
550,Boa Vista,BR,2.82,-60.67,86.0,58,75,9.17,shower rain
551,Agirish,RU,61.92,63.02,46.72,94,17,6.78,few clouds
552,Chicama,PE,-7.84,-79.15,61.25,83,14,4.83,few clouds
553,Batagay-Alyta,RU,67.8,130.41,39.92,70,91,2.01,overcast clouds
554,Monroe,US,43.15,-77.68,81.0,69,15,1.3,light rain
555,Auki,SB,-8.77,160.7,83.82,74,100,5.91,light rain
556,Oro Valley,US,32.39,-110.97,100.0,35,52,3.0,broken clouds
557,San Miguel,SV,13.48,-88.18,78.8,100,40,2.71,scattered clouds
558,Changli,CN,39.7,119.15,73.11,71,16,3.27,few clouds
559,Ondarroa,ES,43.32,-2.42,69.01,64,79,5.01,broken clouds
560,Ust-Kuyga,RU,70.02,135.6,40.73,84,100,4.03,overcast clouds
561,Liverpool,GB,53.41,-2.98,61.0,87,90,17.22,shower rain
562,Borba,BR,-4.39,-59.59,80.64,39,0,1.83,clear sky
563,Morropon,PE,-5.18,-79.97,71.78,54,27,5.41,scattered clouds
564,Pangody,RU,65.85,74.49,53.76,87,100,11.56,overcast clouds
565,Oktyabrskoye,RU,43.06,44.74,55.4,100,94,4.47,overcast clouds
566,Kalia,BD,23.04,89.63,78.51,92,98,4.25,light rain
567,Banda Aceh,ID,5.56,95.32,78.53,78,88,6.35,overcast clouds
568,Caborca,MX,30.58,-111.1,95.0,49,7,1.01,clear sky
569,Richards Bay,ZA,-28.78,32.04,63.57,70,0,11.41,clear sky
570,Igarka,RU,67.47,86.58,55.31,84,100,4.47,light rain
571,Biograd Na Moru,HR,43.94,15.45,73.0,77,0,3.36,clear sky
572,Ilebo,CD,-4.32,20.58,72.16,90,98,2.06,light rain
573,Bonavista,CA,48.65,-53.11,63.0,76,56,11.01,broken clouds
574,Belyy Yar,RU,53.6,91.39,48.2,100,20,4.47,fog
575,Kenai,US,60.55,-151.26,66.2,63,1,9.17,clear sky
576,Mosquera,CO,4.71,-74.23,53.49,88,100,3.38,light rain
577,Luanda,AO,-8.84,13.23,70.88,89,57,5.17,broken clouds
578,Moree,AU,-29.47,149.85,50.0,53,0,16.11,clear sky
579,Kasane,BW,-17.82,25.15,60.66,70,11,9.04,few clouds
580,Tautira,PF,-17.73,-149.15,84.2,62,40,6.93,scattered clouds
581,Ericeira,PT,38.96,-9.42,66.99,86,0,1.01,clear sky
582,Cheremukhovo,RU,60.35,59.99,47.97,92,87,2.98,overcast clouds
583,Sao Joao Da Barra,BR,-21.64,-41.05,64.83,80,100,13.87,light rain
584,Bilibino,RU,68.05,166.44,41.65,88,100,3.18,light rain
585,Korgen,NO,66.08,13.82,55.99,95,100,1.01,light rain
586,Lalibela,ET,12.03,39.03,55.45,93,63,0.49,broken clouds
587,Avera,US,33.19,-82.53,78.8,94,1,6.93,clear sky
588,Abaza,RU,52.66,90.09,51.15,76,66,3.51,broken clouds
589,Canutama,BR,-6.53,-64.38,74.53,53,0,2.15,clear sky
590,Jumla,NP,29.27,82.18,57.61,69,29,2.01,scattered clouds
591,Puerto Colombia,CO,10.99,-74.95,82.83,79,100,3.18,light rain
592,Freetown,SL,8.48,-13.23,76.84,89,100,6.08,light rain
593,Cartagena,CO,10.4,-75.51,82.04,79,96,6.64,overcast clouds
594,Teya,RU,60.38,92.63,53.37,89,72,2.89,broken clouds
595,Sunrise Manor,US,36.21,-115.07,104.0,26,1,3.36,clear sky
596,Kambove,CD,-10.88,26.6,59.9,61,32,8.34,scattered clouds
597,Tabuk,PH,17.42,121.44,80.51,75,98,1.63,overcast clouds
598,Polunochnoye,RU,60.87,60.42,47.43,96,76,3.4,broken clouds
599,Weihe,CN,33.0,105.32,66.83,90,100,3.89,light rain
600,Whitecourt,CA,54.15,-115.69,71.6,30,20,14.99,few clouds
601,Sambava,MG,-14.27,50.17,67.28,81,63,12.68,broken clouds
602,Kananga,CD,-5.9,22.42,72.41,82,71,2.21,broken clouds
603,Beyneu,KZ,45.32,55.2,68.58,44,100,20.13,overcast clouds
604,Porbandar,IN,21.64,69.61,81.99,85,100,20.76,moderate rain
605,Lerum,SE,57.77,12.27,61.0,93,75,10.29,broken clouds
606,Medeiros Neto,BR,-17.37,-40.22,67.15,77,95,10.69,overcast clouds
607,Sergeyevka,KZ,53.88,67.42,49.77,95,0,5.03,clear sky
608,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.3,83,28,9.19,scattered clouds
609,Marystown,CA,47.17,-55.15,59.59,81,0,13.38,clear sky
610,Eckernforde,DE,54.47,9.83,59.0,96,26,3.0,scattered clouds
611,Plettenberg Bay,ZA,-34.05,23.37,54.41,86,0,7.02,clear sky
612,Ust-Tarka,RU,55.57,75.7,50.68,96,84,5.26,broken clouds
613,Aklavik,CA,68.22,-135.01,59.0,72,40,2.24,scattered clouds
614,Black River,JM,18.03,-77.85,86.0,74,20,11.41,few clouds
615,Starodub,RU,52.58,32.76,54.57,86,5,4.05,clear sky
616,Tono,JP,39.32,141.53,73.4,94,75,4.7,light intensity drizzle
617,Phonhong,LA,18.5,102.42,75.2,100,90,2.24,drizzle
618,Arlit,NE,18.74,7.39,95.92,29,32,8.37,scattered clouds
619,Forli,IT,44.22,12.05,80.01,94,0,1.12,clear sky
620,Cascais,PT,38.7,-9.42,66.99,91,0,21.7,clear sky
621,Borova,UA,50.18,30.1,64.0,87,9,5.32,clear sky
622,Payson,US,40.04,-111.73,100.99,13,75,3.36,broken clouds
623,Kavaratti,IN,10.57,72.64,82.45,77,58,11.45,light rain
624,Kiunga,PG,-6.12,141.29,78.42,82,65,2.46,broken clouds
625,Brae,GB,60.4,-1.35,53.6,93,100,9.17,light rain
626,Lovington,US,32.94,-103.35,96.8,18,40,5.82,scattered clouds
627,Asyut,EG,27.18,31.18,79.36,48,0,9.35,clear sky
628,Novo Aripuana,BR,-5.12,-60.38,79.43,42,0,2.17,clear sky
629,Hasaki,JP,35.73,140.83,79.0,88,75,2.24,broken clouds
630,Belmonte,BR,-15.86,-38.88,69.8,77,75,4.7,broken clouds
631,Fenoarivo Atsinanana,MG,-17.37,49.42,67.86,84,42,9.57,light rain
632,Manaure,CO,11.78,-72.44,82.94,79,61,9.82,broken clouds
633,Canberra,AU,-35.28,149.13,45.0,56,40,17.22,scattered clouds
634,Nagua,DO,19.38,-69.85,80.6,100,90,9.17,light rain
635,Las Vegas,US,36.17,-115.14,104.0,24,1,4.7,clear sky
636,Timra,SE,62.49,17.33,64.99,77,32,3.36,scattered clouds
637,Hede,CN,33.77,120.25,80.47,83,0,4.63,clear sky
638,Rottenmann,AT,47.52,14.35,64.99,85,100,1.36,light rain
639,Mookane,BW,-23.69,26.66,49.78,77,0,4.18,clear sky
640,Swift Current,CA,50.28,-107.8,77.0,36,1,24.16,clear sky
641,Sinj,HR,43.7,16.64,77.0,64,0,3.36,clear sky
642,Piacabucu,BR,-10.41,-36.43,72.7,87,90,6.26,light rain
643,Fort Stewart,US,31.87,-81.61,80.6,78,40,3.2,scattered clouds
644,Campbell River,CA,50.02,-125.24,66.99,52,75,3.36,broken clouds
645,Savannakhet,LA,16.57,104.75,77.02,91,99,3.98,overcast clouds
646,Ilulissat,GL,69.22,-51.1,44.6,75,0,1.12,clear sky
647,Rosarito,MX,32.33,-117.03,87.8,55,5,5.82,clear sky
648,Evreux,FR,49.02,1.15,62.6,82,93,11.41,overcast clouds
649,San Quintin,MX,30.48,-115.95,77.79,68,1,6.6,clear sky
650,Fare,PF,-16.7,-151.02,76.96,78,9,18.9,clear sky
651,Nouakchott,MR,18.09,-15.98,84.2,79,0,17.22,clear sky
652,Paka,MY,4.64,103.44,77.0,94,20,4.16,few clouds
653,Dunedin,NZ,-45.87,170.5,50.0,92,75,5.01,broken clouds
654,Iquitos,PE,-3.75,-73.25,66.2,82,90,4.7,overcast clouds
655,Petersburg,US,37.23,-77.4,80.01,88,1,3.2,clear sky
656,Santa Maria Do Para,BR,-1.35,-47.58,73.78,95,21,5.99,few clouds
657,Cajnice,BA,43.56,19.07,64.4,82,0,1.12,clear sky
658,Palana,RU,59.12,159.97,47.44,75,97,9.26,overcast clouds
659,Mkokotoni,TZ,-5.88,39.25,73.24,82,58,5.68,broken clouds
660,Vila Velha,BR,-20.33,-40.29,64.4,93,90,10.29,mist
661,Ilhabela,BR,-23.78,-45.36,61.81,76,84,4.03,light rain
662,Margate,GB,51.38,1.39,63.0,81,19,1.99,few clouds
663,Omsukchan,RU,62.53,155.8,35.28,91,100,9.69,overcast clouds
664,Barra Do Corda,BR,-5.5,-45.25,83.52,45,38,3.49,scattered clouds
665,Abu Dhabi,AE,24.47,54.37,95.0,75,88,3.36,overcast clouds
666,Omaruru,NA,-21.43,15.93,55.22,39,9,7.18,clear sky
667,Pandan,PH,14.05,124.17,84.88,72,100,4.61,overcast clouds
668,Slave Lake,CA,55.28,-114.77,66.2,63,90,9.17,overcast clouds
669,Bucerias,MX,20.75,-105.33,89.6,70,75,10.29,broken clouds
670,Bukama,CD,-9.2,25.85,75.63,36,70,0.78,broken clouds
671,Kapit,MY,2.02,112.93,77.05,91,99,0.54,overcast clouds
672,Caluquembe,AO,-13.78,14.68,58.55,35,41,3.27,scattered clouds
673,Vigrestad,NO,58.57,5.7,57.0,99,91,5.99,moderate rain
674,Columbus,US,39.96,-83.0,77.0,65,75,6.93,broken clouds
675,Le Port,RE,-20.94,55.29,69.8,64,75,13.87,broken clouds
676,Conde,BR,-7.26,-34.91,75.2,88,20,4.7,few clouds
677,Covington,US,39.08,-84.51,78.01,83,1,4.7,clear sky
678,Oussouye,SN,12.48,-16.55,78.8,94,75,4.7,broken clouds
679,Asau,RO,46.43,26.4,62.01,89,0,1.1,clear sky
680,Tsabong,BW,-26.02,22.4,52.74,51,0,11.74,clear sky
681,Roald,NO,62.58,6.13,55.4,87,100,13.87,light rain
682,Nadym,RU,65.53,72.52,53.67,89,99,13.51,overcast clouds
683,Vardo,NO,70.37,31.11,56.82,87,54,20.13,broken clouds
684,Khani,GE,41.96,42.96,64.4,100,90,4.7,overcast clouds
685,Port Lincoln,AU,-34.73,135.87,53.31,58,45,10.76,scattered clouds
686,Preobrazheniye,RU,42.9,133.91,71.58,60,17,5.21,few clouds
687,Maltahohe,NA,-24.83,16.98,46.36,53,0,4.92,clear sky
688,Mangai,CD,-4.05,19.53,74.61,79,100,2.53,overcast clouds
689,Delta Del Tigre,UY,-34.76,-56.39,54.0,57,0,11.41,clear sky
690,Aconibe,GQ,1.3,10.94,67.53,98,99,3.74,overcast clouds
691,Pio Ix,BR,-6.84,-40.58,75.52,38,41,7.94,scattered clouds
692,Ust-Karsk,RU,52.7,118.81,63.77,72,99,3.44,overcast clouds
693,Nicolas Bravo,MX,18.45,-88.92,86.0,79,40,10.29,scattered clouds
694,Doha,QA,25.29,51.53,89.6,79,89,3.36,overcast clouds
695,Maryborough,AU,-25.53,152.7,59.88,35,0,7.72,clear sky
696,Kefamenanu,ID,-9.45,124.48,78.08,43,23,5.12,few clouds
697,Hami,CN,42.8,93.45,74.68,29,0,8.95,clear sky
698,Solnechnyy,RU,50.72,136.63,65.16,84,96,3.87,light rain
699,Lubben,DE,51.95,13.9,64.99,87,48,1.99,scattered clouds
700,Penzance,GB,50.12,-5.54,59.0,87,4,17.22,clear sky
701,Puerto Leguizamo,CO,-0.19,-74.78,70.45,88,89,2.19,overcast clouds
702,Shizunai,JP,42.33,142.37,70.48,64,73,4.12,broken clouds
703,Jizan,SA,17.33,42.67,87.8,70,20,4.7,few clouds
704,Novikovo,RU,51.15,37.89,57.61,69,0,3.44,clear sky
705,Praia,CV,14.92,-23.51,80.6,78,20,6.93,few clouds
706,Honiara,SB,-9.43,159.95,87.8,66,40,8.05,scattered clouds
